#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	194094	11258511	9.11204	0.1708	37.3	50.8
chr2	1	84979418	129996	7565254	8.90245	0.167059	37.2	51.1
chr3	1	92479059	145646	8378051	9.0594	0.170013	37.4	50.7
chr4	1	89535178	141669	8147678	9.09997	0.17158	37.3	50.8
chr5	1	89562946	139814	8169398	9.1214	0.170773	37.2	51.7
chr6	1	78113029	122574	7083661	9.06848	0.170643	37.3	51.1
chr7	1	81081596	127218	7357216	9.07384	0.170616	37.3	51.2
chr8	1	76405709	120060	6956328	9.10446	0.171032	37.3	50.3
chr9	1	61171909	92588	5408136	8.84088	0.165592	37.1	51.7
chr10	1	70643054	109623	6353245	8.99345	0.168219	37.2	51.2
chr11	1	74805798	118576	6857161	9.16662	0.172524	37.4	50.3
chr12	1	72970719	115712	6605211	9.05187	0.170449	37.4	50.5
chr13	1	64299765	100598	5769404	8.97267	0.168317	37.3	50.3
chr14	1	61112200	96836	5561962	9.10123	0.171156	37.4	50.5
chr15	1	64676183	100863	5744313	8.88165	0.167234	37.3	50.5
chr16	1	60362399	93352	5384323	8.92	0.167605	37.3	50.4
chr17	1	65088165	101835	5932076	9.11391	0.170887	37.3	50.9
chr18	1	56472973	89213	5130111	9.08419	0.171871	37.2	50.8
chr19	1	55516201	87329	5002715	9.01127	0.169284	37.4	50.1
chr20	1	58627490	88795	5209422	8.88563	0.166314	37.3	52
chr21	1	51742555	80769	4688769	9.06173	0.170261	37.4	50.4
chr22	1	61573679	97875	5559435	9.02891	0.170626	37.4	50.5
chr23	1	53134997	83802	4886777	9.19691	0.172308	37.4	51.3
chr24	1	48566227	72966	4278432	8.80948	0.1645	37.2	51.5
chr25	1	51730745	80336	4645933	8.98099	0.16857	37.3	51.2
chr26	1	39257614	57639	3395693	8.64977	0.161107	37.2	50.7
chr27	1	46662488	72829	4176040	8.94946	0.168528	37.3	50.5
chr28	1	41733330	64638	3746230	8.97659	0.168339	37.3	51.3
chr29	1	42517134	66943	3813133	8.96846	0.16935	37.4	50.1
chr30	1	40643782	63350	3677498	9.04812	0.169706	37.3	51.3
chr31	1	39901454	62489	3545390	8.88537	0.16762	37.3	50.3
chr32	1	40225481	63692	3624438	9.0103	0.170442	37.4	49.8
chr33	1	32139216	50320	2889012	8.98906	0.169132	37.3	50.1
chr34	1	42397973	68253	3888294	9.17094	0.173737	37.3	50.7
chr35	1	28051305	44728	2610728	9.30698	0.175948	37.2	49.2
chr36	1	31223415	49103	2765217	8.85623	0.166784	37.3	50.4
chr37	1	30785915	48361	2776974	9.02027	0.169188	37.3	51.1
chr38	1	24803098	38577	2203639	8.88453	0.167479	37.3	50.4
chrX	1	124992030	118457	6376697	5.10168	0.0943025	37.3	44.9
