#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	359955	15924306	12.8883	0.264647	37.3	45.5
chr2	1	84979418	243434	10869779	12.7911	0.262452	37.3	46
chr3	1	92479059	269874	11903742	12.8718	0.264586	37.4	45.5
chr4	1	89535178	263245	11584035	12.938	0.266675	37.4	45.3
chr5	1	89562946	260240	11712676	13.0776	0.268375	37.3	47.1
chr6	1	78113029	228170	10169362	13.0188	0.267931	37.3	46.1
chr7	1	81081596	238511	10580788	13.0496	0.268289	37.4	45.9
chr8	1	76405709	217431	9685260	12.6761	0.259613	37.4	45.2
chr9	1	61171909	175306	7925216	12.9556	0.264181	37.2	47.1
chr10	1	70643054	204677	9079294	12.8524	0.263851	37.3	46.1
chr11	1	74805798	218766	9773197	13.0648	0.268519	37.4	45.4
chr12	1	72970719	215288	9393279	12.8727	0.264943	37.4	44.9
chr13	1	64299765	186313	8217445	12.7799	0.262646	37.4	45.1
chr14	1	61112200	180375	7950820	13.0102	0.267335	37.4	45.1
chr15	1	64676183	188806	8256930	12.7666	0.262386	37.3	45
chr16	1	60362399	174778	7753562	12.845	0.262666	37.3	45.2
chr17	1	65088165	188715	8342233	12.8168	0.265766	37.3	45.5
chr18	1	56472973	163844	7267486	12.869	0.26515	37.3	45.8
chr19	1	55516201	162935	7111501	12.8098	0.263211	37.4	44.3
chr20	1	58627490	168847	7557304	12.8904	0.264493	37.3	46.8
chr21	1	51742555	148305	6619506	12.7932	0.262008	37.4	45.2
chr22	1	61573679	183689	7964094	12.9343	0.266451	37.4	44.7
chr23	1	53134997	156243	6915303	13.0146	0.268269	37.4	45.6
chr24	1	48566227	138471	6244188	12.8571	0.263389	37.3	46.7
chr25	1	51730745	150871	6691394	12.935	0.265989	37.3	45.9
chr26	1	39257614	109479	4984418	12.6967	0.259441	37.3	46.5
chr27	1	46662488	135994	6039845	12.9437	0.265771	37.4	45.3
chr28	1	41733330	119761	5375659	12.881	0.263433	37.3	46.4
chr29	1	42517134	124652	5443983	12.8042	0.263765	37.4	44.4
chr30	1	40643782	119678	5302522	13.0463	0.268361	37.3	45.9
chr31	1	39901454	116634	5116876	12.8238	0.262915	37.3	44.9
chr32	1	40225481	117617	5124129	12.7385	0.263348	37.5	43.9
chr33	1	32139216	92848	4066523	12.6528	0.261058	37.4	44.8
chr34	1	42397973	125750	5545737	13.0802	0.270115	37.4	45.5
chr35	1	28051305	84665	3755618	13.3884	0.280961	37.3	44.1
chr36	1	31223415	91648	3951601	12.6559	0.260349	37.3	44.8
chr37	1	30785915	91062	3980975	12.9312	0.267494	37.3	45.7
chr38	1	24803098	71792	3156431	12.726	0.260858	37.3	45.1
chrX	1	124992030	237303	9377308	7.50232	0.150844	37.4	38.5
