#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	148434	8586821	6.94971	0.130917	37.3	51
chr2	1	84979418	102231	5938660	6.98835	0.131272	37.2	51
chr3	1	92479059	112642	6516409	7.04636	0.132584	37.3	50.8
chr4	1	89535178	108228	6260217	6.99191	0.131714	37.3	50.9
chr5	1	89562946	109525	6382812	7.12662	0.13398	37.2	51.9
chr6	1	78113029	95266	5508023	7.05135	0.133306	37.3	51.1
chr7	1	81081596	99250	5723014	7.05834	0.133031	37.3	51.2
chr8	1	76405709	91486	5331593	6.978	0.131166	37.3	50.8
chr9	1	61171909	72084	4210646	6.8833	0.129062	37.2	51.8
chr10	1	70643054	85241	4927684	6.97547	0.131487	37.2	51.5
chr11	1	74805798	91792	5305994	7.09303	0.133657	37.3	50.3
chr12	1	72970719	88394	5036001	6.9014	0.130577	37.4	50.7
chr13	1	64299765	77728	4491686	6.98554	0.131347	37.3	50.7
chr14	1	61112200	75037	4293279	7.02524	0.132923	37.3	50.8
chr15	1	64676183	77709	4469861	6.91114	0.130152	37.3	50.8
chr16	1	60362399	71971	4147199	6.8705	0.12933	37.3	50.5
chr17	1	65088165	78715	4537682	6.97159	0.131732	37.3	50.7
chr18	1	56472973	67876	3933313	6.96495	0.131305	37.2	51
chr19	1	55516201	67460	3869275	6.96963	0.131273	37.4	50
chr20	1	58627490	69671	4092634	6.98074	0.130415	37.2	52
chr21	1	51742555	62024	3620187	6.99654	0.131756	37.4	50.6
chr22	1	61573679	75714	4277614	6.94715	0.131542	37.4	50.3
chr23	1	53134997	65011	3742459	7.0433	0.133541	37.4	51.3
chr24	1	48566227	58074	3406356	7.01384	0.131316	37.2	51.7
chr25	1	51730745	63628	3651417	7.0585	0.133433	37.2	51.1
chr26	1	39257614	46424	2743542	6.98856	0.130907	37.2	51.1
chr27	1	46662488	56231	3226756	6.9151	0.130662	37.3	50.7
chr28	1	41733330	49782	2913434	6.98107	0.13079	37.2	51.7
chr29	1	42517134	51275	2949775	6.93785	0.130705	37.3	50.4
chr30	1	40643782	49343	2836703	6.97943	0.131622	37.3	51.2
chr31	1	39901454	48276	2721233	6.81988	0.129642	37.3	50.5
chr32	1	40225481	48180	2723718	6.77113	0.128744	37.4	49.5
chr33	1	32139216	38274	2184545	6.79713	0.128223	37.3	50.1
chr34	1	42397973	52274	2979053	7.0264	0.133637	37.3	50.8
chr35	1	28051305	34418	1984792	7.07558	0.134376	37.3	49.6
chr36	1	31223415	38414	2182692	6.99056	0.131873	37.3	50.6
chr37	1	30785915	37682	2149633	6.98252	0.132507	37.3	51.2
chr38	1	24803098	29878	1718666	6.92924	0.13019	37.2	51.1
chrX	1	124992030	150594	8892121	7.11415	0.134318	37.3	50
