#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	379650	22643940	18.3268	0.364763	37.3	55.3
chr2	1	84979418	259574	15532920	18.2784	0.362679	37.2	55.4
chr3	1	92479059	285541	16982718	18.3639	0.366319	37.3	55.4
chr4	1	89535178	276287	16423092	18.3426	0.366257	37.3	55.3
chr5	1	89562946	277413	16600824	18.5354	0.369334	37.2	56.1
chr6	1	78113029	240605	14357462	18.3804	0.36641	37.2	55.5
chr7	1	81081596	251080	14985746	18.4823	0.368379	37.3	55.7
chr8	1	76405709	233469	13845822	18.1214	0.362156	37.3	54.9
chr9	1	61171909	186289	11153423	18.2329	0.361561	37.1	55.8
chr10	1	70643054	216055	12911573	18.2772	0.362777	37.2	55.8
chr11	1	74805798	233529	13891869	18.5706	0.371649	37.3	54.8
chr12	1	72970719	225017	13331346	18.2694	0.364325	37.4	55.4
chr13	1	64299765	198050	11762917	18.2939	0.365166	37.3	55.3
chr14	1	61112200	189623	11263704	18.4312	0.368532	37.4	55.4
chr15	1	64676183	198685	11785328	18.2221	0.363422	37.3	55.4
chr16	1	60362399	183084	10891365	18.0433	0.359788	37.3	55.1
chr17	1	65088165	200891	11954383	18.3664	0.36778	37.3	55.1
chr18	1	56472973	173995	10322658	18.2789	0.365886	37.2	55.2
chr19	1	55516201	170739	10140739	18.2663	0.364195	37.3	54.8
chr20	1	58627490	178037	10670053	18.1997	0.360312	37.2	56
chr21	1	51742555	160713	9570395	18.4962	0.36991	37.3	54.9
chr22	1	61573679	190239	11203777	18.1957	0.365226	37.4	55.4
chr23	1	53134997	165881	9856353	18.5496	0.371724	37.3	55.7
chr24	1	48566227	146677	8844529	18.2113	0.359754	37.2	55.9
chr25	1	51730745	159993	9554396	18.4695	0.367169	37.3	55.7
chr26	1	39257614	118238	7108700	18.1078	0.359558	37.2	54.8
chr27	1	46662488	143750	8533458	18.2876	0.36602	37.3	55.3
chr28	1	41733330	125992	7583017	18.1702	0.358909	37.3	55.6
chr29	1	42517134	130543	7729559	18.1799	0.363244	37.3	54.9
chr30	1	40643782	125282	7482727	18.4105	0.366729	37.3	55.7
chr31	1	39901454	122650	7271712	18.2242	0.363629	37.3	55.3
chr32	1	40225481	123803	7300053	18.1478	0.365544	37.4	54.5
chr33	1	32139216	99105	5849642	18.2009	0.3645	37.3	54.8
chr34	1	42397973	133225	7890476	18.6105	0.373005	37.3	55.3
chr35	1	28051305	90071	5298849	18.8898	0.383703	37.2	53.1
chr36	1	31223415	96342	5682677	18.2	0.36448	37.3	55.5
chr37	1	30785915	95316	5639773	18.3193	0.366565	37.3	55.9
chr38	1	24803098	75325	4459037	17.9777	0.357941	37.2	55
chrX	1	124992030	219785	13186998	10.5503	0.201412	37.3	50.8
