#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	385780	23801679	19.2638	0.391495	37.3	57.7
chr2	1	84979418	262361	16256235	19.1296	0.386447	37.2	57.5
chr3	1	92479059	291900	17970100	19.4315	0.395681	37.3	58
chr4	1	89535178	281811	17329063	19.3545	0.394561	37.3	57.8
chr5	1	89562946	276579	17147393	19.1456	0.387025	37.2	58.2
chr6	1	78113029	244260	15077114	19.3017	0.39177	37.3	57.7
chr7	1	81081596	252819	15618826	19.2631	0.390997	37.3	58.2
chr8	1	76405709	236035	14548917	19.0417	0.387024	37.3	57.4
chr9	1	61171909	188404	11662665	19.0654	0.385106	37.2	58.1
chr10	1	70643054	218380	13502681	19.114	0.38689	37.2	58.1
chr11	1	74805798	234031	14474743	19.3498	0.392906	37.3	57.3
chr12	1	72970719	228732	14052245	19.2574	0.392429	37.4	58.1
chr13	1	64299765	200886	12334606	19.183	0.392107	37.3	57.7
chr14	1	61112200	192539	11867881	19.4198	0.395367	37.4	58
chr15	1	64676183	200715	12377749	19.138	0.38852	37.3	58
chr16	1	60362399	184785	11439801	18.9519	0.383707	37.3	57.6
chr17	1	65088165	202167	12461180	19.1451	0.389598	37.3	57.6
chr18	1	56472973	175659	10798918	19.1223	0.389606	37.2	57.5
chr19	1	55516201	173889	10696146	19.2667	0.392034	37.4	57.4
chr20	1	58627490	179635	11130787	18.9856	0.383874	37.2	58.3
chr21	1	51742555	160210	9872893	19.0808	0.387929	37.4	57.2
chr22	1	61573679	192883	11872910	19.2824	0.393	37.4	58.1
chr23	1	53134997	166866	10300447	19.3854	0.394275	37.3	58.1
chr24	1	48566227	148276	9212758	18.9695	0.382674	37.2	58.1
chr25	1	51730745	161808	10011221	19.3526	0.391997	37.3	58
chr26	1	39257614	116958	7220990	18.3939	0.372703	37.2	56.7
chr27	1	46662488	144347	8892975	19.0581	0.387284	37.3	57.8
chr28	1	41733330	127699	7922882	18.9845	0.383795	37.3	58
chr29	1	42517134	132551	8166390	19.2073	0.390721	37.4	57.5
chr30	1	40643782	125403	7748835	19.0652	0.386261	37.3	58.2
chr31	1	39901454	123776	7616492	19.0883	0.387727	37.3	57.9
chr32	1	40225481	126252	7708880	19.1642	0.392728	37.4	57.1
chr33	1	32139216	99933	6150739	19.1378	0.389577	37.3	57.5
chr34	1	42397973	134565	8224399	19.3981	0.397437	37.3	57.9
chr35	1	28051305	90110	5480697	19.5381	0.403242	37.3	55.6
chr36	1	31223415	97331	5991727	19.1899	0.39012	37.3	58.1
chr37	1	30785915	97665	5996012	19.4765	0.397297	37.3	58.6
chr38	1	24803098	76113	4702935	18.9611	0.383969	37.3	57.7
chrX	1	124992030	383757	23756200	19.0062	0.386076	37.3	55.9
