#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	215563	14050504	11.3717	0.217346	37.3	57.1
chr2	1	84979418	146932	9563168	11.2535	0.215072	37.2	57.2
chr3	1	92479059	160856	10472015	11.3237	0.216771	37.3	57.4
chr4	1	89535178	156114	10204550	11.3973	0.217915	37.3	57.2
chr5	1	89562946	157673	10217405	11.4081	0.218974	37.2	57.8
chr6	1	78113029	135385	8816395	11.2867	0.215845	37.2	57.1
chr7	1	81081596	142314	9260864	11.4217	0.218875	37.3	57.5
chr8	1	76405709	132268	8611630	11.2709	0.216196	37.3	56.7
chr9	1	61171909	106279	6902413	11.2836	0.215596	37.1	57.3
chr10	1	70643054	122322	7969437	11.2813	0.215224	37.2	57.5
chr11	1	74805798	132367	8588272	11.4808	0.220705	37.3	56.7
chr12	1	72970719	127006	8252181	11.3089	0.216537	37.3	57.4
chr13	1	64299765	111667	7275657	11.3152	0.216526	37.3	57.2
chr14	1	61112200	107391	6973988	11.4118	0.219151	37.3	57.3
chr15	1	64676183	110937	7252492	11.2135	0.213589	37.3	57.3
chr16	1	60362399	103302	6740438	11.1666	0.212978	37.3	56.9
chr17	1	65088165	113272	7390614	11.3548	0.217188	37.3	57
chr18	1	56472973	99810	6448049	11.4179	0.219687	37.2	57
chr19	1	55516201	95686	6224337	11.2117	0.214609	37.3	56.8
chr20	1	58627490	101391	6607891	11.271	0.215142	37.2	57.8
chr21	1	51742555	89199	5809189	11.2271	0.214704	37.3	56.6
chr22	1	61573679	106723	6915895	11.2319	0.21571	37.4	57.5
chr23	1	53134997	94280	6108557	11.4963	0.221011	37.3	57.5
chr24	1	48566227	84732	5525570	11.3774	0.217549	37.2	57.6
chr25	1	51730745	90142	5874171	11.3553	0.217006	37.3	57.5
chr26	1	39257614	67356	4371098	11.1344	0.214021	37.2	56.1
chr27	1	46662488	81344	5263839	11.2807	0.216273	37.3	56.8
chr28	1	41733330	71424	4651934	11.1468	0.213526	37.2	57.6
chr29	1	42517134	72921	4732870	11.1317	0.213443	37.3	57
chr30	1	40643782	70438	4592527	11.2995	0.215817	37.3	57.7
chr31	1	39901454	68960	4482855	11.2348	0.214954	37.3	57.4
chr32	1	40225481	70079	4519667	11.2358	0.216596	37.4	56.6
chr33	1	32139216	55441	3591885	11.176	0.214279	37.3	57
chr34	1	42397973	73937	4781801	11.2784	0.217168	37.3	57.3
chr35	1	28051305	51579	3311692	11.8058	0.229495	37.2	54.6
chr36	1	31223415	54037	3487005	11.1679	0.214654	37.3	57.7
chr37	1	30785915	53302	3460820	11.2416	0.215419	37.3	57.9
chr38	1	24803098	42066	2721131	10.9709	0.210307	37.2	57.1
chrX	1	124992030	219706	14329495	11.4643	0.219787	37.3	55.3
