#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	157999	9501275	7.68982	0.143056	37.3	52.5
chr2	1	84979418	109061	6586437	7.75063	0.144242	37.2	52.6
chr3	1	92479059	119350	7169603	7.75268	0.144615	37.3	52.6
chr4	1	89535178	115525	6907238	7.71455	0.14416	37.3	52.4
chr5	1	89562946	115506	7033733	7.8534	0.145652	37.2	53.5
chr6	1	78113029	99855	6041687	7.73454	0.14398	37.2	52.7
chr7	1	81081596	105849	6311903	7.78463	0.145729	37.3	52.7
chr8	1	76405709	97026	5847998	7.65388	0.142197	37.3	52.3
chr9	1	61171909	78687	4804837	7.85465	0.145838	37.2	53.4
chr10	1	70643054	90240	5446413	7.70976	0.143351	37.2	53.1
chr11	1	74805798	97022	5813648	7.77165	0.145286	37.3	52
chr12	1	72970719	95423	5684316	7.78986	0.145695	37.3	52.4
chr13	1	64299765	82710	4962836	7.71828	0.144115	37.3	52.4
chr14	1	61112200	79953	4776299	7.81562	0.145995	37.4	52.4
chr15	1	64676183	83088	4948807	7.65167	0.142873	37.3	52.4
chr16	1	60362399	76469	4557924	7.55093	0.140887	37.3	52.1
chr17	1	65088165	84220	5073158	7.79429	0.14501	37.3	52.4
chr18	1	56472973	72360	4353870	7.70965	0.144054	37.2	52.7
chr19	1	55516201	71162	4246941	7.64991	0.142797	37.3	51.9
chr20	1	58627490	74490	4523301	7.71532	0.143072	37.2	53.5
chr21	1	51742555	66675	3991230	7.71363	0.144562	37.3	52
chr22	1	61573679	80196	4741493	7.70052	0.144032	37.4	52.2
chr23	1	53134997	68904	4128420	7.76968	0.144972	37.3	52.7
chr24	1	48566227	61210	3738753	7.69826	0.142651	37.2	53.4
chr25	1	51730745	67438	4044013	7.81743	0.145455	37.3	52.9
chr26	1	39257614	48597	2964628	7.55173	0.140859	37.2	52.7
chr27	1	46662488	59703	3570700	7.65219	0.142588	37.3	52.3
chr28	1	41733330	52999	3219802	7.71518	0.143049	37.2	53.2
chr29	1	42517134	54723	3254421	7.65438	0.142779	37.4	51.9
chr30	1	40643782	51838	3134550	7.71225	0.143358	37.3	53.1
chr31	1	39901454	51768	3059996	7.66888	0.143883	37.3	52.2
chr32	1	40225481	51316	3063744	7.61643	0.141798	37.4	51.6
chr33	1	32139216	40735	2402495	7.47528	0.140086	37.3	51.8
chr34	1	42397973	55092	3276801	7.72867	0.144767	37.3	52.4
chr35	1	28051305	38424	2290985	8.16712	0.154599	37.2	50.5
chr36	1	31223415	40119	2369249	7.58805	0.141736	37.3	52.2
chr37	1	30785915	40237	2374083	7.71159	0.14509	37.3	53
chr38	1	24803098	31147	1863842	7.51455	0.139457	37.2	52
chrX	1	124992030	158511	9656038	7.72532	0.143951	37.3	51.2
