#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	212667	12408662	10.0429	0.192649	37.2	52.5
chr2	1	84979418	146394	8560021	10.0731	0.192764	37.2	52.6
chr3	1	92479059	159587	9266047	10.0196	0.192198	37.3	52.5
chr4	1	89535178	156413	9075277	10.136	0.195158	37.3	52.5
chr5	1	89562946	155044	9056418	10.1118	0.194126	37.2	53.4
chr6	1	78113029	134119	7846109	10.0446	0.192438	37.2	52.7
chr7	1	81081596	140945	8183924	10.0934	0.193906	37.3	52.7
chr8	1	76405709	132066	7672975	10.0424	0.193603	37.3	52.2
chr9	1	61171909	104165	6123378	10.0101	0.190898	37.1	53.1
chr10	1	70643054	120905	7053378	9.98453	0.191164	37.2	53.1
chr11	1	74805798	131003	7632452	10.203	0.196447	37.3	52.2
chr12	1	72970719	126956	7314142	10.0234	0.192799	37.3	52.4
chr13	1	64299765	110511	6399614	9.95278	0.191628	37.3	52.3
chr14	1	61112200	106833	6201046	10.147	0.195354	37.3	52.6
chr15	1	64676183	111125	6459741	9.98782	0.191168	37.2	52.4
chr16	1	60362399	103017	6025927	9.98292	0.190876	37.3	52.4
chr17	1	65088165	112895	6599444	10.1392	0.195428	37.3	52.4
chr18	1	56472973	98152	5685692	10.068	0.194746	37.2	52.6
chr19	1	55516201	96221	5560049	10.0152	0.193045	37.3	51.8
chr20	1	58627490	100267	5870880	10.0139	0.191561	37.2	53.4
chr21	1	51742555	88693	5213660	10.0762	0.192682	37.3	51.9
chr22	1	61573679	108168	6189131	10.0516	0.194614	37.4	52.3
chr23	1	53134997	94017	5459823	10.2754	0.198181	37.3	52.9
chr24	1	48566227	84056	4940343	10.1724	0.193898	37.2	53.1
chr25	1	51730745	89198	5201506	10.055	0.192435	37.2	52.8
chr26	1	39257614	66587	3946527	10.0529	0.191495	37.1	52.3
chr27	1	46662488	80450	4708042	10.0896	0.193471	37.3	52.3
chr28	1	41733330	71308	4186074	10.0305	0.191277	37.2	53
chr29	1	42517134	73246	4235256	9.96129	0.19174	37.3	52
chr30	1	40643782	70107	4076273	10.0293	0.193073	37.3	53
chr31	1	39901454	68506	3933177	9.85723	0.190283	37.3	52.3
chr32	1	40225481	70218	4040611	10.0449	0.194659	37.3	51.5
chr33	1	32139216	55187	3175925	9.88177	0.190823	37.2	52.1
chr34	1	42397973	73811	4287211	10.1118	0.193936	37.3	52.5
chr35	1	28051305	50029	2900984	10.3417	0.201893	37.2	50.4
chr36	1	31223415	54560	3113759	9.97251	0.192103	37.3	52.2
chr37	1	30785915	53157	3068123	9.966	0.191487	37.2	52.9
chr38	1	24803098	41993	2425877	9.78054	0.187348	37.2	52.1
chrX	1	124992030	127425	7084349	5.66784	0.106506	37.3	47.2
