#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	382152	24359726	19.7155	0.39608	37.2	57.7
chr2	1	84979418	261811	16700914	19.6529	0.393859	37.2	57.7
chr3	1	92479059	286461	18223046	19.7051	0.397138	37.3	58
chr4	1	89535178	276695	17628913	19.6894	0.396433	37.3	57.8
chr5	1	89562946	283697	17961793	20.0549	0.405002	37.2	58.3
chr6	1	78113029	244297	15463914	19.7968	0.399893	37.2	57.7
chr7	1	81081596	253639	16159210	19.9296	0.400953	37.3	58.1
chr8	1	76405709	234321	14902097	19.5039	0.392764	37.3	57.3
chr9	1	61171909	190747	12040330	19.6828	0.396088	37.1	57.9
chr10	1	70643054	219503	13956464	19.7563	0.397249	37.2	58.2
chr11	1	74805798	233400	14840971	19.8393	0.400344	37.3	57.3
chr12	1	72970719	224018	14264823	19.5487	0.393029	37.3	58
chr13	1	64299765	196739	12519974	19.4713	0.392001	37.3	57.7
chr14	1	61112200	189219	12034451	19.6924	0.397528	37.4	57.9
chr15	1	64676183	198705	12668409	19.5874	0.3929	37.3	57.9
chr16	1	60362399	185184	11829393	19.5973	0.392916	37.2	57.5
chr17	1	65088165	202725	12867822	19.7698	0.398572	37.3	57.4
chr18	1	56472973	177052	11165660	19.7717	0.400891	37.2	57.5
chr19	1	55516201	170677	10875727	19.5902	0.394688	37.3	57.3
chr20	1	58627490	183130	11621971	19.8234	0.39849	37.2	58.2
chr21	1	51742555	160267	10218345	19.7484	0.397753	37.3	57.2
chr22	1	61573679	187572	11901982	19.3297	0.390663	37.3	58.2
chr23	1	53134997	166104	10532691	19.8225	0.400055	37.3	58.1
chr24	1	48566227	150597	9598547	19.7638	0.395837	37.2	58
chr25	1	51730745	160812	10224318	19.7645	0.398082	37.3	58
chr26	1	39257614	121179	7678143	19.5584	0.393411	37.1	56.8
chr27	1	46662488	143763	9105158	19.5128	0.394376	37.3	57.6
chr28	1	41733330	129712	8262654	19.7987	0.397965	37.2	58
chr29	1	42517134	129094	8246538	19.3958	0.389796	37.3	57.6
chr30	1	40643782	125317	7985583	19.6477	0.394752	37.3	58.2
chr31	1	39901454	120321	7681376	19.2509	0.386432	37.3	57.9
chr32	1	40225481	120945	7720322	19.1926	0.385857	37.4	57.1
chr33	1	32139216	97604	6190187	19.2605	0.388995	37.3	57.5
chr34	1	42397973	133630	8463059	19.961	0.40504	37.3	57.9
chr35	1	28051305	91175	5608250	19.9928	0.416255	37.2	54.7
chr36	1	31223415	95249	6072515	19.4486	0.390863	37.3	58.2
chr37	1	30785915	94033	6006710	19.5112	0.391506	37.2	58.6
chr38	1	24803098	74923	4773176	19.2443	0.386515	37.2	57.7
chrX	1	124992030	213621	14111837	11.2902	0.217093	37.3	54.3
