#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	183616	11063941	8.95456	0.173174	37.2	55
chr2	1	84979418	125305	7566333	8.90372	0.171886	37.2	55
chr3	1	92479059	137378	8210458	8.87818	0.172604	37.3	55.2
chr4	1	89535178	133672	8021196	8.95871	0.173928	37.3	55
chr5	1	89562946	134625	8146989	9.09638	0.17543	37.2	55.8
chr6	1	78113029	117661	7065948	9.0458	0.175413	37.2	55.1
chr7	1	81081596	121012	7281649	8.98064	0.173723	37.3	55.3
chr8	1	76405709	111844	6711707	8.7843	0.17025	37.3	54.6
chr9	1	61171909	92742	5598454	9.152	0.176837	37.1	55.7
chr10	1	70643054	104896	6348394	8.98658	0.173071	37.2	55.7
chr11	1	74805798	111271	6724452	8.98921	0.17366	37.3	54.4
chr12	1	72970719	107257	6420854	8.79922	0.170678	37.3	55.1
chr13	1	64299765	94879	5699667	8.86421	0.17167	37.3	55
chr14	1	61112200	89336	5335952	8.7314	0.169707	37.4	55
chr15	1	64676183	95590	5738468	8.87261	0.171782	37.2	55.1
chr16	1	60362399	87373	5232112	8.66783	0.168204	37.3	54.8
chr17	1	65088165	97453	5839097	8.97106	0.174699	37.3	54.9
chr18	1	56472973	84795	5066451	8.97146	0.174731	37.2	54.9
chr19	1	55516201	81253	4866538	8.76598	0.169852	37.3	54.6
chr20	1	58627490	88233	5329746	9.09087	0.176026	37.2	56
chr21	1	51742555	75124	4527482	8.75002	0.169223	37.3	54.7
chr22	1	61573679	89557	5361003	8.70665	0.168452	37.3	55
chr23	1	53134997	78707	4760566	8.95938	0.172778	37.3	55.3
chr24	1	48566227	72683	4383857	9.02655	0.17502	37.2	55.7
chr25	1	51730745	77214	4649895	8.98865	0.17377	37.3	55.2
chr26	1	39257614	58161	3508423	8.93692	0.173368	37.2	54.5
chr27	1	46662488	68796	4095929	8.77778	0.170992	37.3	54.6
chr28	1	41733330	61673	3747826	8.98041	0.172876	37.2	55.5
chr29	1	42517134	62369	3720023	8.74947	0.169952	37.4	54.5
chr30	1	40643782	60185	3646225	8.97118	0.172893	37.3	55.4
chr31	1	39901454	58754	3502012	8.77665	0.171117	37.2	55
chr32	1	40225481	59011	3490528	8.67741	0.169558	37.4	53.9
chr33	1	32139216	47297	2797546	8.70446	0.169947	37.3	54.4
chr34	1	42397973	63564	3800427	8.9637	0.174656	37.3	55
chr35	1	28051305	44220	2619972	9.33993	0.184352	37.2	52.1
chr36	1	31223415	46053	2743783	8.78758	0.170986	37.3	55.2
chr37	1	30785915	45517	2716100	8.82254	0.171252	37.2	55.5
chr38	1	24803098	36065	2169779	8.74802	0.169127	37.2	54.8
chrX	1	124992030	184100	11152948	8.92293	0.17294	37.3	53.3
