#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	166456	9664684	7.82208	0.149455	37.4	52.3
chr2	1	84979418	113161	6599647	7.76617	0.148215	37.3	52.4
chr3	1	92479059	126112	7275964	7.86769	0.150497	37.4	52.4
chr4	1	89535178	122713	7048146	7.87193	0.151459	37.4	52
chr5	1	89562946	120522	7059683	7.88237	0.150169	37.3	53.2
chr6	1	78113029	106965	6219107	7.96168	0.152506	37.4	52.6
chr7	1	81081596	111028	6424931	7.92403	0.151752	37.4	52.6
chr8	1	76405709	103165	5963131	7.80456	0.149382	37.4	51.6
chr9	1	61171909	79850	4681481	7.65299	0.145478	37.2	53
chr10	1	70643054	94585	5500202	7.78591	0.148466	37.3	52.8
chr11	1	74805798	101893	5893569	7.87849	0.150976	37.4	51.7
chr12	1	72970719	100375	5694100	7.80327	0.150361	37.5	52
chr13	1	64299765	86743	5001174	7.7779	0.1489	37.4	52
chr14	1	61112200	84007	4806684	7.86534	0.150594	37.5	51.9
chr15	1	64676183	87421	5037906	7.78943	0.148556	37.4	52.2
chr16	1	60362399	80988	4676198	7.74687	0.148016	37.4	51.9
chr17	1	65088165	88145	5110693	7.85195	0.150353	37.4	52.2
chr18	1	56472973	75737	4381781	7.75908	0.148422	37.3	52.2
chr19	1	55516201	75671	4325701	7.79178	0.149573	37.5	51.4
chr20	1	58627490	77435	4535676	7.73643	0.14717	37.3	53.3
chr21	1	51742555	70074	4053246	7.83349	0.14989	37.5	51.6
chr22	1	61573679	85341	4815977	7.82149	0.151004	37.5	51.8
chr23	1	53134997	72930	4202468	7.90904	0.151708	37.4	52.6
chr24	1	48566227	65006	3830017	7.88617	0.150038	37.3	53.3
chr25	1	51730745	70622	4073646	7.87471	0.150939	37.4	52.4
chr26	1	39257614	51049	2986580	7.60765	0.145352	37.2	52.4
chr27	1	46662488	64070	3675963	7.87777	0.151636	37.4	52.1
chr28	1	41733330	55185	3212824	7.69846	0.147368	37.3	52.9
chr29	1	42517134	58398	3329569	7.83112	0.150057	37.5	51.3
chr30	1	40643782	54400	3142732	7.73238	0.148106	37.4	52.6
chr31	1	39901454	53834	3058119	7.66418	0.147216	37.4	51.7
chr32	1	40225481	55150	3110375	7.73235	0.148907	37.5	50.8
chr33	1	32139216	43292	2479345	7.71439	0.147009	37.4	51.3
chr34	1	42397973	58475	3343352	7.88564	0.151368	37.4	52
chr35	1	28051305	39095	2243243	7.99693	0.155251	37.3	49.9
chr36	1	31223415	42762	2426562	7.77161	0.149495	37.4	51.9
chr37	1	30785915	42081	2415893	7.8474	0.149945	37.4	52.4
chr38	1	24803098	33225	1896530	7.64634	0.14677	37.3	51.8
chrX	1	124992030	101138	5517539	4.41431	0.0832744	37.4	46.6
