#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	224857	12341514	9.98856	0.193541	37.3	50.5
chr2	1	84979418	153243	8422510	9.91124	0.192576	37.2	50.6
chr3	1	92479059	167813	9130860	9.87344	0.192024	37.3	50.4
chr4	1	89535178	164472	8946424	9.99208	0.19519	37.3	50.3
chr5	1	89562946	163527	9023729	10.0753	0.195639	37.2	51.5
chr6	1	78113029	142131	7748381	9.91945	0.19339	37.2	50.7
chr7	1	81081596	148820	8110278	10.0026	0.19486	37.3	50.7
chr8	1	76405709	136747	7490121	9.80309	0.190821	37.3	50.2
chr9	1	61171909	113568	6283760	10.2723	0.200554	37.1	51.9
chr10	1	70643054	127954	7015920	9.93151	0.19238	37.2	51
chr11	1	74805798	137651	7494733	10.0189	0.196232	37.3	50
chr12	1	72970719	133271	7212843	9.88457	0.192656	37.3	50.2
chr13	1	64299765	116080	6290785	9.78353	0.1907	37.3	50.1
chr14	1	61112200	111401	6041178	9.88539	0.192641	37.3	50.3
chr15	1	64676183	118420	6415982	9.92016	0.193488	37.3	50.3
chr16	1	60362399	108326	5910646	9.79193	0.189667	37.3	50.1
chr17	1	65088165	118590	6453406	9.91487	0.194192	37.3	50.2
chr18	1	56472973	106253	5770002	10.2173	0.201596	37.2	50.9
chr19	1	55516201	100631	5451112	9.81896	0.191049	37.3	49.6
chr20	1	58627490	105031	5801707	9.89588	0.191392	37.2	51.3
chr21	1	51742555	93920	5142331	9.9383	0.194173	37.4	50.1
chr22	1	61573679	113291	6068926	9.85636	0.192903	37.4	50.1
chr23	1	53134997	99990	5420325	10.201	0.200359	37.3	50.8
chr24	1	48566227	86969	4841725	9.96932	0.192927	37.2	51.5
chr25	1	51730745	94761	5143714	9.94324	0.193859	37.3	50.6
chr26	1	39257614	68856	3815420	9.71893	0.188608	37.2	50.5
chr27	1	46662488	85141	4654491	9.9748	0.193893	37.3	50.2
chr28	1	41733330	75168	4121962	9.87691	0.192536	37.2	51.2
chr29	1	42517134	77327	4138094	9.73277	0.190044	37.3	49.3
chr30	1	40643782	73829	4013826	9.87562	0.19225	37.3	50.7
chr31	1	39901454	72704	3896371	9.76499	0.190759	37.3	49.9
chr32	1	40225481	74178	3982245	9.89981	0.194727	37.4	49.3
chr33	1	32139216	57295	3098799	9.6418	0.187963	37.3	50
chr34	1	42397973	78799	4280004	10.0948	0.196798	37.3	50.3
chr35	1	28051305	53073	2895128	10.3208	0.204172	37.2	48.5
chr36	1	31223415	57828	3110952	9.96352	0.193842	37.3	50.1
chr37	1	30785915	56718	3078001	9.99808	0.194813	37.3	50.8
chr38	1	24803098	44167	2410100	9.71693	0.188164	37.3	50.2
chrX	1	124992030	138716	7026011	5.62117	0.107588	37.3	44.5
