#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	130223	8331266	6.74288	0.125598	37.2	55.7
chr2	1	84979418	89429	5753415	6.77036	0.125713	37.1	55.5
chr3	1	92479059	97423	6221671	6.72765	0.12525	37.2	55.9
chr4	1	89535178	94295	6026097	6.73042	0.125225	37.3	55.7
chr5	1	89562946	96551	6226585	6.95219	0.128975	37.2	56.3
chr6	1	78113029	82966	5305023	6.79147	0.126338	37.2	55.6
chr7	1	81081596	86045	5504091	6.78834	0.126067	37.3	55.9
chr8	1	76405709	80623	5151038	6.74169	0.125521	37.3	55.1
chr9	1	61171909	66059	4234864	6.92289	0.128976	37.1	56.1
chr10	1	70643054	74960	4803749	6.80003	0.126264	37.1	56.1
chr11	1	74805798	78917	5040678	6.73835	0.125597	37.3	55
chr12	1	72970719	76517	4871937	6.67656	0.124517	37.3	55.7
chr13	1	64299765	66519	4227054	6.57398	0.12248	37.2	55.5
chr14	1	61112200	63551	4054378	6.63432	0.123359	37.3	55.6
chr15	1	64676183	67198	4303118	6.65333	0.123557	37.2	55.6
chr16	1	60362399	62319	4007505	6.63908	0.122924	37.2	55.5
chr17	1	65088165	68111	4341789	6.67063	0.124672	37.2	55.4
chr18	1	56472973	60845	3870343	6.85344	0.128431	37.2	55.5
chr19	1	55516201	58037	3700296	6.66525	0.124214	37.3	55.2
chr20	1	58627490	62079	3975566	6.78106	0.126166	37.2	56.3
chr21	1	51742555	54142	3480093	6.72578	0.125155	37.3	55
chr22	1	61573679	63977	4039741	6.56082	0.122913	37.3	55.7
chr23	1	53134997	56005	3585275	6.74748	0.125531	37.3	55.9
chr24	1	48566227	51029	3283204	6.76026	0.125775	37.2	56
chr25	1	51730745	54475	3453100	6.67514	0.125089	37.2	55.8
chr26	1	39257614	40936	2638339	6.72058	0.124731	37.1	55.1
chr27	1	46662488	48937	3113380	6.67213	0.124616	37.3	55.4
chr28	1	41733330	43820	2825767	6.77101	0.125539	37.2	56
chr29	1	42517134	43876	2787900	6.55712	0.12258	37.3	55.3
chr30	1	40643782	42539	2722386	6.69816	0.124297	37.3	55.9
chr31	1	39901454	41262	2605033	6.52867	0.121965	37.2	55.6
chr32	1	40225481	41083	2608365	6.48436	0.121015	37.4	54.7
chr33	1	32139216	32654	2080758	6.4742	0.120344	37.2	55.2
chr34	1	42397973	45636	2905443	6.85279	0.127895	37.3	55.7
chr35	1	28051305	30951	1972534	7.03188	0.132321	37.2	52.7
chr36	1	31223415	33225	2084492	6.67605	0.125297	37.2	55.8
chr37	1	30785915	32288	2053821	6.6713	0.124196	37.3	56.2
chr38	1	24803098	25713	1629159	6.56837	0.122707	37.2	55.4
chrX	1	124992030	131237	8455270	6.76465	0.125984	37.3	53.7
