#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	331558	20834478	16.8623	0.337367	37.2	57.3
chr2	1	84979418	225746	14223059	16.7371	0.333835	37.2	57.2
chr3	1	92479059	248151	15608305	16.8777	0.337337	37.3	57.6
chr4	1	89535178	240962	15078488	16.8409	0.337888	37.3	57.3
chr5	1	89562946	244165	15339797	17.1274	0.34303	37.2	57.9
chr6	1	78113029	210758	13209749	16.9111	0.339289	37.2	57.4
chr7	1	81081596	217917	13683361	16.876	0.337827	37.3	57.7
chr8	1	76405709	199120	12491281	16.3486	0.326051	37.3	57
chr9	1	61171909	164310	10358833	16.934	0.337125	37.1	57.6
chr10	1	70643054	189289	11884239	16.8229	0.336096	37.2	57.8
chr11	1	74805798	202035	12646921	16.9063	0.338922	37.3	56.8
chr12	1	72970719	194903	12183359	16.6962	0.335233	37.3	57.7
chr13	1	64299765	170984	10699198	16.6396	0.33345	37.3	57.3
chr14	1	61112200	163789	10232937	16.7445	0.336244	37.3	57.6
chr15	1	64676183	172374	10768777	16.6503	0.333771	37.3	57.5
chr16	1	60362399	159042	9961434	16.5027	0.330413	37.2	57.1
chr17	1	65088165	174787	10911291	16.7639	0.337479	37.3	57
chr18	1	56472973	152236	9512467	16.8443	0.338958	37.2	57.3
chr19	1	55516201	145927	9143737	16.4704	0.329261	37.3	57.1
chr20	1	58627490	157197	9892356	16.8732	0.336826	37.2	57.9
chr21	1	51742555	137694	8614693	16.6491	0.334053	37.3	56.8
chr22	1	61573679	164245	10276078	16.6891	0.334781	37.4	57.8
chr23	1	53134997	142931	8972400	16.886	0.338495	37.3	57.7
chr24	1	48566227	129877	8203730	16.8918	0.336559	37.2	57.6
chr25	1	51730745	139600	8709206	16.8356	0.33797	37.3	57.7
chr26	1	39257614	103844	6536090	16.6492	0.332856	37.2	56.3
chr27	1	46662488	124803	7801422	16.7188	0.3352	37.3	57.2
chr28	1	41733330	111587	7051926	16.8976	0.336739	37.2	57.6
chr29	1	42517134	112479	7017307	16.5047	0.331577	37.3	57.1
chr30	1	40643782	108552	6807440	16.749	0.3351	37.2	57.7
chr31	1	39901454	105585	6557919	16.4353	0.329832	37.3	57.4
chr32	1	40225481	106944	6581873	16.3624	0.332012	37.4	56.6
chr33	1	32139216	85189	5318491	16.5483	0.331568	37.3	56.9
chr34	1	42397973	115793	7200620	16.9834	0.343072	37.3	57.5
chr35	1	28051305	79411	4822282	17.1909	0.355646	37.2	54.3
chr36	1	31223415	82245	5141531	16.4669	0.330315	37.3	57.7
chr37	1	30785915	81989	5126975	16.6536	0.333641	37.3	58
chr38	1	24803098	65290	4111395	16.5761	0.330072	37.2	57.3
chrX	1	124992030	183969	11854781	9.48443	0.182557	37.3	53.7
