#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	383826	19948370	16.1451	0.327774	37.3	49.9
chr2	1	84979418	261670	13766359	16.1996	0.328148	37.3	50.3
chr3	1	92479059	289622	14998053	16.2178	0.33017	37.4	50
chr4	1	89535178	281553	14512518	16.2087	0.331694	37.4	49.6
chr5	1	89562946	279217	14711214	16.4256	0.334244	37.3	51.3
chr6	1	78113029	243594	12696661	16.2542	0.331305	37.3	50.3
chr7	1	81081596	255822	13300790	16.4042	0.333845	37.4	50.3
chr8	1	76405709	239086	12380511	16.2036	0.329812	37.4	49.3
chr9	1	61171909	188175	9971900	16.3014	0.330422	37.2	51.4
chr10	1	70643054	219399	11481183	16.2524	0.329254	37.3	50.7
chr11	1	74805798	235504	12175364	16.276	0.33192	37.4	49.3
chr12	1	72970719	230400	11748515	16.1003	0.328686	37.4	49.4
chr13	1	64299765	200743	10302920	16.0233	0.325517	37.4	49.2
chr14	1	61112200	195001	9949371	16.2805	0.332646	37.4	49.3
chr15	1	64676183	201534	10381688	16.0518	0.326599	37.3	49.7
chr16	1	60362399	187006	9654541	15.9943	0.326067	37.3	49.6
chr17	1	65088165	202361	10531089	16.1797	0.329833	37.4	50
chr18	1	56472973	176941	9177419	16.251	0.33156	37.3	50.1
chr19	1	55516201	174289	8892398	16.0177	0.326511	37.4	48.8
chr20	1	58627490	180445	9479294	16.1687	0.327877	37.3	51.1
chr21	1	51742555	160431	8377610	16.1909	0.328835	37.4	49.4
chr22	1	61573679	195377	9866590	16.024	0.32779	37.4	49
chr23	1	53134997	168793	8734627	16.4386	0.334248	37.4	49.9
chr24	1	48566227	150238	7921150	16.31	0.330573	37.3	51
chr25	1	51730745	161401	8357947	16.1566	0.328135	37.4	50
chr26	1	39257614	119051	6303125	16.0558	0.328664	37.2	50.3
chr27	1	46662488	146319	7468734	16.0059	0.327757	37.4	49.4
chr28	1	41733330	128095	6728669	16.123	0.32689	37.3	50.6
chr29	1	42517134	134029	6805416	16.0063	0.326582	37.4	48.8
chr30	1	40643782	126995	6637627	16.3312	0.331039	37.3	50.5
chr31	1	39901454	124860	6360996	15.9418	0.324699	37.4	49.3
chr32	1	40225481	126540	6420454	15.9612	0.326611	37.5	48.6
chr33	1	32139216	99240	5071293	15.7791	0.323388	37.4	48.8
chr34	1	42397973	135237	6924812	16.3329	0.334603	37.4	49.7
chr35	1	28051305	90411	4683804	16.6973	0.344932	37.3	48.4
chr36	1	31223415	99248	5048381	16.1686	0.329581	37.4	49.3
chr37	1	30785915	96995	4969540	16.1423	0.328666	37.3	50
chr38	1	24803098	76113	3951878	15.933	0.323165	37.3	49.8
chrX	1	124992030	388484	20497489	16.399	0.334359	37.4	48.9
