#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	224419	13357764	10.8111	0.210218	37.3	54.7
chr2	1	84979418	154049	9201188	10.8275	0.210214	37.3	54.8
chr3	1	92479059	166727	9922244	10.7292	0.208535	37.4	54.9
chr4	1	89535178	163144	9689390	10.8219	0.210851	37.4	54.8
chr5	1	89562946	164034	9786165	10.9266	0.212812	37.3	55.6
chr6	1	78113029	143338	8545574	10.94	0.213101	37.3	54.9
chr7	1	81081596	148393	8804082	10.8583	0.212047	37.4	55.1
chr8	1	76405709	137386	8182927	10.7098	0.20845	37.3	54.4
chr9	1	61171909	114519	6791650	11.1026	0.217241	37.2	55.2
chr10	1	70643054	129095	7695325	10.8933	0.211739	37.3	55.3
chr11	1	74805798	136571	8138915	10.8801	0.211855	37.4	54.2
chr12	1	72970719	132698	7847320	10.7541	0.210245	37.4	55
chr13	1	64299765	116290	6913381	10.7518	0.208958	37.4	54.6
chr14	1	61112200	113002	6706733	10.9745	0.214172	37.4	54.7
chr15	1	64676183	116775	6910966	10.6855	0.208234	37.3	54.7
chr16	1	60362399	108608	6485486	10.7442	0.208826	37.3	54.5
chr17	1	65088165	118943	7063027	10.8515	0.212262	37.3	54.6
chr18	1	56472973	105825	6244889	11.0582	0.2165	37.3	54.7
chr19	1	55516201	100462	5931175	10.6837	0.208543	37.4	54.1
chr20	1	58627490	106438	6355037	10.8397	0.210491	37.3	55.5
chr21	1	51742555	93654	5591632	10.8066	0.210186	37.4	54.3
chr22	1	61573679	111709	6587781	10.699	0.208916	37.4	54.7
chr23	1	53134997	99145	5887160	11.0796	0.21645	37.4	55.2
chr24	1	48566227	88336	5270164	10.8515	0.210917	37.3	55.3
chr25	1	51730745	94224	5609501	10.8437	0.211	37.3	55
chr26	1	39257614	71087	4225247	10.7629	0.210725	37.2	54.2
chr27	1	46662488	85602	5066978	10.8588	0.212409	37.3	54.4
chr28	1	41733330	76707	4566313	10.9416	0.213089	37.3	55.3
chr29	1	42517134	77331	4550126	10.7019	0.20958	37.4	54.4
chr30	1	40643782	73834	4407856	10.8451	0.210785	37.3	55.2
chr31	1	39901454	72010	4238034	10.6213	0.207635	37.3	54.7
chr32	1	40225481	72950	4289850	10.6645	0.209632	37.4	53.8
chr33	1	32139216	57649	3403363	10.5894	0.206477	37.3	54.3
chr34	1	42397973	77627	4585584	10.8156	0.21117	37.4	54.9
chr35	1	28051305	53462	3177578	11.3277	0.222527	37.3	52.5
chr36	1	31223415	56241	3335497	10.6827	0.207246	37.3	54.8
chr37	1	30785915	55796	3306252	10.7395	0.209505	37.3	55.3
chr38	1	24803098	44105	2609527	10.521	0.205314	37.3	54.6
chrX	1	124992030	225905	13546259	10.8377	0.211123	37.4	53.2
