#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	187928	11758480	9.51669	0.183341	37.2	56.4
chr2	1	84979418	129150	8062464	9.48755	0.183013	37.2	56.4
chr3	1	92479059	140426	8750687	9.46234	0.182719	37.3	56.8
chr4	1	89535178	136494	8504835	9.49888	0.18333	37.3	56.4
chr5	1	89562946	139145	8729587	9.74687	0.187813	37.2	57.2
chr6	1	78113029	121372	7561122	9.67972	0.187033	37.2	56.5
chr7	1	81081596	124136	7764306	9.57592	0.184445	37.3	56.8
chr8	1	76405709	116622	7288205	9.53882	0.184018	37.3	56.1
chr9	1	61171909	94605	5927070	9.6892	0.18584	37.1	56.9
chr10	1	70643054	108086	6805493	9.63363	0.184335	37.2	57
chr11	1	74805798	113865	7109154	9.50348	0.183217	37.3	55.8
chr12	1	72970719	109041	6775818	9.28567	0.179195	37.3	56.6
chr13	1	64299765	96907	6035043	9.38579	0.180913	37.3	56.4
chr14	1	61112200	91922	5700992	9.32873	0.180562	37.3	56.6
chr15	1	64676183	96840	6016827	9.303	0.179534	37.3	56.6
chr16	1	60362399	90620	5676185	9.40351	0.181035	37.2	56.3
chr17	1	65088165	100183	6238100	9.58408	0.185027	37.3	56.2
chr18	1	56472973	86636	5406423	9.57347	0.184635	37.2	56.2
chr19	1	55516201	82839	5119666	9.22193	0.178962	37.3	56.1
chr20	1	58627490	90176	5649012	9.63543	0.18541	37.2	57.1
chr21	1	51742555	77618	4847580	9.36865	0.18042	37.3	55.9
chr22	1	61573679	91325	5662731	9.19667	0.177779	37.4	56.8
chr23	1	53134997	81138	5062141	9.52694	0.183978	37.3	56.9
chr24	1	48566227	75508	4722200	9.72322	0.187038	37.2	56.9
chr25	1	51730745	78841	4908535	9.48862	0.183189	37.3	56.7
chr26	1	39257614	60426	3790494	9.65544	0.186108	37.1	55.5
chr27	1	46662488	70866	4418267	9.46856	0.182452	37.3	56.2
chr28	1	41733330	63814	3985707	9.55042	0.185057	37.2	56.8
chr29	1	42517134	63565	3939431	9.26551	0.179137	37.3	56.3
chr30	1	40643782	61810	3837795	9.44251	0.182941	37.3	57
chr31	1	39901454	59363	3665272	9.18581	0.177929	37.2	56.5
chr32	1	40225481	60046	3708925	9.22034	0.178824	37.3	55.8
chr33	1	32139216	47532	2951270	9.18277	0.177666	37.2	56.1
chr34	1	42397973	65188	4049875	9.55205	0.185115	37.3	56.6
chr35	1	28051305	43818	2735130	9.75046	0.189092	37.2	54.2
chr36	1	31223415	46904	2901496	9.29269	0.180568	37.3	56.6
chr37	1	30785915	46698	2912068	9.45909	0.182848	37.2	57.3
chr38	1	24803098	37079	2304155	9.28979	0.179373	37.2	56.3
chrX	1	124992030	105665	6604236	5.28373	0.0996648	37.2	52.4
