#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	389442	23958051	19.3904	0.385465	37.3	56.1
chr2	1	84979418	267858	16470282	19.3815	0.385594	37.2	56.1
chr3	1	92479059	294269	18031560	19.498	0.389151	37.4	56.3
chr4	1	89535178	285699	17480396	19.5235	0.390563	37.4	56.1
chr5	1	89562946	286638	17547408	19.5923	0.390734	37.2	56.6
chr6	1	78113029	248632	15228129	19.495	0.388671	37.3	56.1
chr7	1	81081596	260282	15911708	19.6243	0.392806	37.3	56.4
chr8	1	76405709	243654	14938891	19.5521	0.390727	37.4	55.4
chr9	1	61171909	190803	11749572	19.2075	0.380149	37.2	56.4
chr10	1	70643054	223783	13741706	19.4523	0.387055	37.2	56.5
chr11	1	74805798	240805	14738775	19.7027	0.394251	37.4	55.7
chr12	1	72970719	230773	14054544	19.2605	0.385502	37.4	56.3
chr13	1	64299765	202436	12403262	19.2897	0.385013	37.3	56
chr14	1	61112200	194866	11879172	19.4383	0.389753	37.4	56.2
chr15	1	64676183	204721	12517425	19.354	0.386158	37.3	56.2
chr16	1	60362399	189879	11627985	19.2636	0.383985	37.3	55.9
chr17	1	65088165	207155	12683704	19.487	0.389949	37.3	56
chr18	1	56472973	179697	10959898	19.4073	0.388206	37.3	55.9
chr19	1	55516201	176698	10779501	19.4169	0.388044	37.4	55.4
chr20	1	58627490	184549	11361325	19.3788	0.385626	37.3	56.7
chr21	1	51742555	163928	10071129	19.4639	0.388077	37.4	55.5
chr22	1	61573679	196472	11942462	19.3954	0.388591	37.4	56.3
chr23	1	53134997	170090	10444804	19.6571	0.391715	37.4	56.4
chr24	1	48566227	152992	9422065	19.4004	0.38587	37.2	56.5
chr25	1	51730745	165098	10107971	19.5396	0.390123	37.3	56.4
chr26	1	39257614	121072	7468364	19.024	0.377193	37.2	55.3
chr27	1	46662488	148005	9028106	19.3477	0.387399	37.3	55.8
chr28	1	41733330	131327	8089635	19.3841	0.384596	37.3	56.4
chr29	1	42517134	135029	8212517	19.3158	0.387729	37.4	55.8
chr30	1	40643782	129548	7931813	19.5154	0.389148	37.3	56.5
chr31	1	39901454	125173	7648912	19.1695	0.382255	37.3	56.3
chr32	1	40225481	127659	7771003	19.3186	0.388054	37.4	55.6
chr33	1	32139216	101182	6179980	19.2288	0.385044	37.3	56
chr34	1	42397973	136149	8285199	19.5415	0.391621	37.3	56.1
chr35	1	28051305	92572	5542685	19.7591	0.404457	37.3	53.7
chr36	1	31223415	99148	6011217	19.2523	0.385731	37.3	56.2
chr37	1	30785915	98487	6008495	19.517	0.390231	37.3	56.7
chr38	1	24803098	77338	4717747	19.0208	0.379784	37.3	56
chrX	1	124992030	399572	24576704	19.6626	0.393438	37.3	54.4
