#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	267654	16754491	13.5602	0.265051	37.3	56.6
chr2	1	84979418	180998	11396951	13.4114	0.261358	37.2	56.6
chr3	1	92479059	200568	12564581	13.5864	0.265499	37.3	56.9
chr4	1	89535178	193654	12122426	13.5393	0.265439	37.3	56.7
chr5	1	89562946	195908	12233272	13.6589	0.267666	37.2	57.1
chr6	1	78113029	169254	10560292	13.5192	0.264809	37.2	56.5
chr7	1	81081596	176927	11042805	13.6194	0.267363	37.3	56.9
chr8	1	76405709	164635	10335879	13.5276	0.26431	37.3	56.2
chr9	1	61171909	132778	8287996	13.5487	0.265473	37.2	57
chr10	1	70643054	151159	9497728	13.4447	0.261563	37.2	57
chr11	1	74805798	163315	10268115	13.7264	0.268841	37.4	56.2
chr12	1	72970719	157124	9816444	13.4526	0.263712	37.4	56.8
chr13	1	64299765	138124	8637406	13.433	0.263	37.3	56.3
chr14	1	61112200	132472	8278324	13.5461	0.265882	37.4	56.8
chr15	1	64676183	138965	8694139	13.4426	0.26319	37.3	56.8
chr16	1	60362399	128932	8055670	13.3455	0.261327	37.3	56.4
chr17	1	65088165	140962	8798367	13.5176	0.266219	37.3	56.2
chr18	1	56472973	121866	7594181	13.4475	0.264074	37.2	56.3
chr19	1	55516201	119461	7460505	13.4384	0.263816	37.3	56.3
chr20	1	58627490	125313	7860477	13.4075	0.261232	37.2	57.2
chr21	1	51742555	112050	7018731	13.5647	0.265973	37.4	56
chr22	1	61573679	133210	8286915	13.4585	0.264994	37.4	56.9
chr23	1	53134997	115758	7231924	13.6105	0.267067	37.4	57
chr24	1	48566227	104056	6509115	13.4026	0.262497	37.2	57
chr25	1	51730745	112709	7027748	13.5852	0.266135	37.3	56.8
chr26	1	39257614	82611	5185901	13.2099	0.257495	37.2	55.8
chr27	1	46662488	100228	6217447	13.3243	0.262566	37.3	56.5
chr28	1	41733330	89191	5608782	13.4396	0.261655	37.2	56.9
chr29	1	42517134	90706	5651997	13.2935	0.261104	37.4	56.3
chr30	1	40643782	87265	5473199	13.4663	0.26263	37.3	57
chr31	1	39901454	85149	5311386	13.3113	0.261143	37.3	56.8
chr32	1	40225481	86938	5361074	13.3276	0.264778	37.4	55.8
chr33	1	32139216	68547	4285369	13.3338	0.261132	37.3	56.5
chr34	1	42397973	92040	5729379	13.5133	0.265761	37.3	56.6
chr35	1	28051305	63796	3909474	13.9369	0.277921	37.2	54.3
chr36	1	31223415	66796	4166948	13.3456	0.261773	37.3	56.9
chr37	1	30785915	66534	4163358	13.5236	0.264608	37.3	57.4
chr38	1	24803098	52807	3297321	13.294	0.259981	37.3	56.6
chrX	1	124992030	150606	9487162	7.59021	0.144233	37.3	52.8
