#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr1	1	123556469	175021	11320533	9.16223	0.173195	37.2	56.1
chr2	1	84979418	119927	7816410	9.198	0.17308	37.2	56.2
chr3	1	92479059	131731	8534275	9.22833	0.174537	37.3	56.4
chr4	1	89535178	127401	8237696	9.20051	0.174316	37.3	56.3
chr5	1	89562946	128835	8353137	9.32655	0.176213	37.2	56.9
chr6	1	78113029	111858	7261207	9.29577	0.175281	37.2	56.2
chr7	1	81081596	116101	7508052	9.25987	0.175238	37.3	56.6
chr8	1	76405709	108326	7047869	9.22427	0.173835	37.3	55.7
chr9	1	61171909	87572	5704094	9.3247	0.17527	37.1	56.5
chr10	1	70643054	101314	6587857	9.32556	0.175775	37.2	56.7
chr11	1	74805798	107608	6991642	9.34639	0.176364	37.3	55.7
chr12	1	72970719	103202	6640166	9.09977	0.172151	37.3	56.5
chr13	1	64299765	89659	5823512	9.05682	0.170809	37.3	56.1
chr14	1	61112200	87131	5625450	9.20512	0.174169	37.3	56.4
chr15	1	64676183	91182	5866483	9.07055	0.17187	37.3	56.3
chr16	1	60362399	85277	5538715	9.17577	0.172809	37.2	55.7
chr17	1	65088165	93139	6018388	9.24652	0.175156	37.3	56
chr18	1	56472973	80915	5229657	9.26046	0.175689	37.2	56.1
chr19	1	55516201	77898	5007068	9.01911	0.171384	37.3	56.1
chr20	1	58627490	82923	5398877	9.20878	0.173333	37.2	56.8
chr21	1	51742555	73732	4753928	9.18766	0.174321	37.3	55.7
chr22	1	61573679	87341	5593966	9.085	0.172778	37.3	56.4
chr23	1	53134997	76433	4946486	9.30928	0.176032	37.3	56.5
chr24	1	48566227	69601	4527993	9.32334	0.175591	37.2	56.6
chr25	1	51730745	74126	4781203	9.24248	0.174801	37.2	56.3
chr26	1	39257614	55652	3671007	9.35107	0.17494	37.1	55.5
chr27	1	46662488	66174	4262654	9.13508	0.173401	37.3	56.1
chr28	1	41733330	58893	3853605	9.23388	0.174127	37.2	56.7
chr29	1	42517134	60493	3885068	9.13765	0.173573	37.3	55.9
chr30	1	40643782	57557	3735824	9.19162	0.173404	37.3	56.6
chr31	1	39901454	56478	3624048	9.0825	0.171981	37.3	56.3
chr32	1	40225481	56673	3610518	8.9757	0.171217	37.4	55.5
chr33	1	32139216	45591	2931578	9.1215	0.172577	37.3	56
chr34	1	42397973	60863	3895267	9.18739	0.175077	37.3	56.2
chr35	1	28051305	41820	2669618	9.51691	0.183224	37.2	53.2
chr36	1	31223415	43814	2825707	9.04996	0.170777	37.3	56.7
chr37	1	30785915	43655	2808504	9.12269	0.172645	37.2	57
chr38	1	24803098	35362	2283147	9.20509	0.173916	37.2	56.2
chrX	1	124992030	179850	11692305	9.35444	0.177199	37.3	54.5
